[2024-12-01 14:45:39] warning: 	z2m: `permit_join` set to  `true` in configuration.yaml.
[2024-12-01 14:46:05] debug: 	zh:zstack:unpi:parser: --> parsed 41 - 2 - 4 - 129 - [0,0,0,0,208,229,43,1,0,131,0,186,140,0,0,0,21,28,21,16,202,1,0,128,0,65,3,2,0,4,32,128,0,65,3,5,0,2,208,229,29] - 136
[2024-12-01 14:46:05] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":0,"srcaddr":58832,"srcendpoint":43,"dstendpoint":1,"wasbroadcast":0,"linkquality":131,"securityuse":0,"timestamp":36026,"transseqnumber":0,"len":21,"data":{"type":"Buffer","data":[28,21,16,202,1,0,128,0,65,3,2,0,4,32,128,0,65,3,5,0,2]}}
[2024-12-01 14:46:05] debug: 	zh:controller: Received payload: clusterID=0, address=58832, groupID=0, endpoint=43, destinationEndpoint=1, wasBroadcast=false, linkQuality=131, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":true,"direction":1,"disableDefaultResponse":true,"reservedBits":0},"manufacturerCode":4117,"transactionSequenceNumber":202,"commandIdentifier":1},"payload":[{"attrId":32768,"status":0,"dataType":65,"attrData":{"type":"Buffer","data":[2,0,4]}},{"attrId":32800,"status":0,"dataType":65,"attrData":{"type":"Buffer","data":[5,0,2]}}],"command":{"ID":1,"name":"readRsp","parameters":[{"name":"attrId","type":33},{"name":"status","type":32},{"name":"dataType","type":32,"conditions":[{"type":"statusEquals","value":0}]},{"name":"attrData","type":1000,"conditions":[{"type":"statusEquals","value":0}]}]}}
[2024-12-01 14:46:05] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:05] debug: 	z2m: Received Zigbee message from 'Alarm Siren', type 'readResponse', cluster 'genBasic', data '{"develcoPrimaryHwVersion":{"data":[5,0,2],"type":"Buffer"},"develcoPrimarySwVersion":{"data":[2,0,4],"type":"Buffer"}}' from endpoint 43 with groupID 0
[2024-12-01 14:46:05] debug: 	zh:controller:database: Writing database to '/config/zigbee2mqtt/database.db'
[2024-12-01 14:46:05] error: 	z2m: Failed to configure 'Alarm Siren', attempt 1 (Error: Device 0x0015bc0041007a25 has no input cluster msTemperatureMeasurement
    at getEndpointsWithCluster (/app/node_modules/zigbee-herdsman-converters/src/lib/modernExtend.ts:63:15)
    at setupAttributes (/app/node_modules/zigbee-herdsman-converters/src/lib/modernExtend.ts:148:55)
    at configure (/app/node_modules/zigbee-herdsman-converters/src/lib/modernExtend.ts:211:23)
    at Object.configure (/app/node_modules/zigbee-herdsman-converters/src/index.ts:205:27)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at Configure.configure (/app/lib/extension/configure.ts:130:13)
    at EventEmitter.wrappedCallback (/app/lib/eventBus.ts:206:17))
[2024-12-01 14:46:10] debug: 	zh:zstack: Response timeout (0x0015bc0022000242:4814,0)
[2024-12-01 14:46:10] debug: 	zh:zstack:znp: --> SREQ: UTIL - assocGetWithAddress - {"extaddr":"0x0015bc0022000242","nwkaddr":4814}
[2024-12-01 14:46:10] debug: 	zh:zstack:unpi:writer: --> frame [254,10,39,74,66,2,0,34,0,188,21,0,206,18,112]
[2024-12-01 14:46:10] debug: 	zh:zstack:unpi:parser: <-- [254,36,103,74,254,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8]
[2024-12-01 14:46:10] debug: 	zh:zstack:unpi:parser: --- parseNext [254,36,103,74,254,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8]
[2024-12-01 14:46:10] debug: 	zh:zstack:unpi:parser: --> parsed 36 - 3 - 7 - 74 - [254,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] - 8
[2024-12-01 14:46:10] debug: 	zh:zstack:znp: <-- SRSP: UTIL - assocGetWithAddress - {"nwkaddr":65534,"addridx":0,"noderelation":0}
[2024-12-01 14:46:10] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:10] debug: 	zh:zstack: Response timeout recovery: Node relation 0 (0x0015bc0022000242 / 65534)
[2024-12-01 14:46:10] debug: 	zh:zstack: Discovering route to 4814
[2024-12-01 14:46:10] debug: 	zh:zstack:znp: --> SREQ: ZDO - extRouteDisc - {"dstAddr":4814,"options":0,"radius":30}
[2024-12-01 14:46:10] debug: 	zh:zstack:unpi:writer: --> frame [254,4,37,69,206,18,0,30,166]
[2024-12-01 14:46:10] debug: 	zh:zstack:unpi:parser: <-- [254,1,101,69,0,33]
[2024-12-01 14:46:10] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,101,69,0,33]
[2024-12-01 14:46:10] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 5 - 69 - [0] - 33
[2024-12-01 14:46:10] debug: 	zh:zstack:znp: <-- SRSP: ZDO - extRouteDisc - {"status":0}
[2024-12-01 14:46:10] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:13] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0x0015bc0022000242:4814/1 (1,0,1)
[2024-12-01 14:46:13] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":4814,"destendpoint":1,"srcendpoint":1,"clusterid":6,"transid":10,"options":0,"radius":30,"len":11,"data":{"type":"Buffer","data":[16,198,6,0,0,0,16,0,0,232,253]}}
[2024-12-01 14:46:13] debug: 	zh:zstack:unpi:writer: --> frame [254,21,36,1,206,18,1,1,6,0,10,0,30,11,16,198,6,0,0,0,16,0,0,232,253,32]
[2024-12-01 14:46:13] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
[2024-12-01 14:46:13] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2024-12-01 14:46:13] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2024-12-01 14:46:13] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2024-12-01 14:46:13] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:13] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,1,10,204]
[2024-12-01 14:46:13] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,10,204]
[2024-12-01 14:46:13] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,10] - 204
[2024-12-01 14:46:13] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":10}
[2024-12-01 14:46:13] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:23] debug: 	zh:zstack: Response timeout (0x0015bc0022000242:4814,1)
[2024-12-01 14:46:23] debug: 	zh:controller:endpoint: Error: ZCL command 0x0015bc0022000242/1 genOnOff.configReport([{"minimumReportInterval":0,"maximumReportInterval":65000,"reportableChange":1,"attribute":"onOff"}], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Timeout - 4814 - 1 - 198 - 6 - 7 after 10000ms)
    at Object.start (/app/node_modules/zigbee-herdsman/src/utils/waitress.ts:59:23)
    at ZStackAdapter.sendZclFrameToEndpointInternal (/app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:640:47)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at ZStackAdapter.sendZclFrameToEndpointInternal (/app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:672:28)
    at /app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:422:20
    at Queue.execute (/app/node_modules/zigbee-herdsman/src/utils/queue.ts:36:20)
    at ZStackAdapter.sendZclFrameToEndpoint (/app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:420:16)
    at Request.send (/app/node_modules/zigbee-herdsman/src/controller/helpers/request.ts:82:20)
    at Endpoint.sendRequest (/app/node_modules/zigbee-herdsman/src/controller/model/endpoint.ts:325:20)
    at Endpoint.zclCommand (/app/node_modules/zigbee-herdsman/src/controller/model/endpoint.ts:951:28)
[2024-12-01 14:46:23] error: 	z2m: Failed to configure 'Alarm Repeater', attempt 1 (Error: ZCL command 0x0015bc0022000242/1 genOnOff.configReport([{"minimumReportInterval":0,"maximumReportInterval":65000,"reportableChange":1,"attribute":"onOff"}], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Timeout - 4814 - 1 - 198 - 6 - 7 after 10000ms)
    at Object.start (/app/node_modules/zigbee-herdsman/src/utils/waitress.ts:59:23)
    at ZStackAdapter.sendZclFrameToEndpointInternal (/app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:640:47)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at ZStackAdapter.sendZclFrameToEndpointInternal (/app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:672:28)
    at /app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:422:20
    at Queue.execute (/app/node_modules/zigbee-herdsman/src/utils/queue.ts:36:20)
    at ZStackAdapter.sendZclFrameToEndpoint (/app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:420:16)
    at Request.send (/app/node_modules/zigbee-herdsman/src/controller/helpers/request.ts:82:20)
    at Endpoint.sendRequest (/app/node_modules/zigbee-herdsman/src/controller/model/endpoint.ts:325:20)
    at Endpoint.zclCommand (/app/node_modules/zigbee-herdsman/src/controller/model/endpoint.ts:951:28))
[2024-12-01 14:46:33] info: 	z2m: Configuring 'Alarm Siren'
[2024-12-01 14:46:33] debug: 	zh:controller:endpoint: Bind 0x0015bc0041007a25/43 ssIasZone from '0x00124b002e0e1c5f/1'
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:writer: --> frame [254,23,37,33,208,229,37,122,0,65,0,188,21,0,43,0,5,3,95,28,14,46,0,75,18,0,1,135]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: <-- [254,1,101,33,0,69]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,101,33,0,69]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 5 - 33 - [0] - 69
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- SRSP: ZDO - bindReq - {"status":0}
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: <-- [254,3,69,196,208,229,0,183,254,3,69,161,208,229,0,210]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,69,196,208,229,0,183,254,3,69,161,208,229,0,210]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 5 - 196 - [208,229,0] - 183
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- AREQ: ZDO - srcRtgInd - {"dstaddr":58832,"relaycount":0,"relaylist":[]}
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,69,161,208,229,0,210]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 5 - 161 - [208,229,0] - 210
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- AREQ: ZDO - bindRsp - {"srcaddr":58832,"zdo":[0,null]}
[2024-12-01 14:46:33] debug: 	zh:controller: Received ZDO response: clusterId=BIND_RESPONSE, status=SUCCESS, payload=undefined
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:33] debug: 	zh:controller:endpoint: Bind 0x0015bc0041007a25/43 ssIasWd from '0x00124b002e0e1c5f/1'
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:writer: --> frame [254,23,37,33,208,229,37,122,0,65,0,188,21,0,43,2,5,3,95,28,14,46,0,75,18,0,1,133]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: <-- [254,1,101,33,0,69]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,101,33,0,69]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 5 - 33 - [0] - 69
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- SRSP: ZDO - bindReq - {"status":0}
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: <-- [254,3,69,196,208,229,0,183,254,3,69,161,208,229,0,210]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,69,196,208,229,0,183,254,3,69,161,208,229,0,210]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 5 - 196 - [208,229,0] - 183
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- AREQ: ZDO - srcRtgInd - {"dstaddr":58832,"relaycount":0,"relaylist":[]}
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,69,161,208,229,0,210]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 5 - 161 - [208,229,0] - 210
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- AREQ: ZDO - bindRsp - {"srcaddr":58832,"zdo":[0,null]}
[2024-12-01 14:46:33] debug: 	zh:controller: Received ZDO response: clusterId=BIND_RESPONSE, status=SUCCESS, payload=undefined
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:33] debug: 	zh:controller:endpoint: Bind 0x0015bc0041007a25/43 genBasic from '0x00124b002e0e1c5f/1'
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:writer: --> frame [254,23,37,33,208,229,37,122,0,65,0,188,21,0,43,0,0,3,95,28,14,46,0,75,18,0,1,130]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: <-- [254,1,101,33,0,69]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,101,33,0,69]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 5 - 33 - [0] - 69
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- SRSP: ZDO - bindReq - {"status":0}
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: <-- [254,3,69,196,208,229,0,183,254,3,69,161,208,229,0,210]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,69,196,208,229,0,183,254,3,69,161,208,229,0,210]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 5 - 196 - [208,229,0] - 183
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- AREQ: ZDO - srcRtgInd - {"dstaddr":58832,"relaycount":0,"relaylist":[]}
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,69,161,208,229,0,210]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 5 - 161 - [208,229,0] - 210
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- AREQ: ZDO - bindRsp - {"srcaddr":58832,"zdo":[0,null]}
[2024-12-01 14:46:33] debug: 	zh:controller: Received ZDO response: clusterId=BIND_RESPONSE, status=SUCCESS, payload=undefined
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:33] debug: 	zh:controller:endpoint: ZCL command 0x0015bc0041007a25/43 ssIasZone.read(["iasCieAddr","zoneState","zoneId"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2024-12-01 14:46:33] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0x0015bc0041007a25:58832/43 (0,0,1)
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":58832,"destendpoint":43,"srcendpoint":1,"clusterid":1280,"transid":11,"options":0,"radius":30,"len":9,"data":{"type":"Buffer","data":[16,203,0,16,0,0,0,17,0]}}
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:writer: --> frame [254,19,36,1,208,229,43,1,0,5,11,0,30,9,16,203,0,16,0,0,0,17,0,234]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,1,11,205]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,11,205]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,11] - 205
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":11}
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: <-- [254,45,68,129,0,0,0,5,208,229,43,1,0,91,0,232,24,27,0,0,25,24,203,1,16,0,0,240,95,28,14,46,0,75,18,0,0,0,0,48,1,17,0,0,32,23,208,229,29,108]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,45,68,129,0,0,0,5,208,229,43,1,0,91,0,232,24,27,0,0,25,24,203,1,16,0,0,240,95,28,14,46,0,75,18,0,0,0,0,48,1,17,0,0,32,23,208,229,29,108]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 45 - 2 - 4 - 129 - [0,0,0,5,208,229,43,1,0,91,0,232,24,27,0,0,25,24,203,1,16,0,0,240,95,28,14,46,0,75,18,0,0,0,0,48,1,17,0,0,32,23,208,229,29] - 108
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":1280,"srcaddr":58832,"srcendpoint":43,"dstendpoint":1,"wasbroadcast":0,"linkquality":91,"securityuse":0,"timestamp":1775848,"transseqnumber":0,"len":25,"data":{"type":"Buffer","data":[24,203,1,16,0,0,240,95,28,14,46,0,75,18,0,0,0,0,48,1,17,0,0,32,23]}}
[2024-12-01 14:46:33] debug: 	zh:controller: Received payload: clusterID=1280, address=58832, groupID=0, endpoint=43, destinationEndpoint=1, wasBroadcast=false, linkQuality=91, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":true,"reservedBits":0},"transactionSequenceNumber":203,"commandIdentifier":1},"payload":[{"attrId":16,"status":0,"dataType":240,"attrData":"0x00124b002e0e1c5f"},{"attrId":0,"status":0,"dataType":48,"attrData":1},{"attrId":17,"status":0,"dataType":32,"attrData":23}],"command":{"ID":1,"name":"readRsp","parameters":[{"name":"attrId","type":33},{"name":"status","type":32},{"name":"dataType","type":32,"conditions":[{"type":"statusEquals","value":0}]},{"name":"attrData","type":1000,"conditions":[{"type":"statusEquals","value":0}]}]}}
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:33] debug: 	z2m: Received Zigbee message from 'Alarm Siren', type 'readResponse', cluster 'ssIasZone', data '{"iasCieAddr":"0x00124b002e0e1c5f","zoneId":23,"zoneState":1}' from endpoint 43 with groupID 0
[2024-12-01 14:46:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Alarm Siren', payload '{"ac_status":false,"alarm":false,"battery":null,"battery_low":false,"enrolled":true,"ias_cie_address":"0x00124b002e0e1c5f","linkquality":91,"max_duration":10,"restore_reports":true,"supervision_reports":true,"tamper":false,"temperature":null,"test":false,"voltage":null,"zone_id":23}'
[2024-12-01 14:46:33] debug: 	zh:controller:endpoint: ZCL command 0x0015bc0041007a25/43 ssIasWd.read(["maxDuration"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2024-12-01 14:46:33] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0x0015bc0041007a25:58832/43 (0,0,1)
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":58832,"destendpoint":43,"srcendpoint":1,"clusterid":1282,"transid":12,"options":0,"radius":30,"len":5,"data":{"type":"Buffer","data":[16,204,0,0,0]}}
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:writer: --> frame [254,15,36,1,208,229,43,1,2,5,12,0,30,5,16,204,0,0,0,249]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100,254,3,68,128,0,1,12,202]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100,254,3,68,128,0,1,12,202]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,12,202]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,12] - 202
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":12}
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: <-- [254,3,69,196,208,229,0,183]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,69,196,208,229,0,183]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 5 - 196 - [208,229,0] - 183
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- AREQ: ZDO - srcRtgInd - {"dstaddr":58832,"relaycount":0,"relaylist":[]}
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: <-- [254,29,68,129,0,0,2,5,208,229,43,1,0,127,0,120,58,27,0,0,9,24,204,1,0,0,0,33,10,0,208,229,29,57]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext [254,29,68,129,0,0,2,5,208,229,43,1,0,127,0,120,58,27,0,0,9,24,204,1,0,0,0,33,10,0,208,229,29,57]
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --> parsed 29 - 2 - 4 - 129 - [0,0,2,5,208,229,43,1,0,127,0,120,58,27,0,0,9,24,204,1,0,0,0,33,10,0,208,229,29] - 57
[2024-12-01 14:46:33] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":1282,"srcaddr":58832,"srcendpoint":43,"dstendpoint":1,"wasbroadcast":0,"linkquality":127,"securityuse":0,"timestamp":1784440,"transseqnumber":0,"len":9,"data":{"type":"Buffer","data":[24,204,1,0,0,0,33,10,0]}}
[2024-12-01 14:46:33] debug: 	zh:controller: Received payload: clusterID=1282, address=58832, groupID=0, endpoint=43, destinationEndpoint=1, wasBroadcast=false, linkQuality=127, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":true,"reservedBits":0},"transactionSequenceNumber":204,"commandIdentifier":1},"payload":[{"attrId":0,"status":0,"dataType":33,"attrData":10}],"command":{"ID":1,"name":"readRsp","parameters":[{"name":"attrId","type":33},{"name":"status","type":32},{"name":"dataType","type":32,"conditions":[{"type":"statusEquals","value":0}]},{"name":"attrData","type":1000,"conditions":[{"type":"statusEquals","value":0}]}]}}
[2024-12-01 14:46:33] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:46:33] debug: 	z2m: Received Zigbee message from 'Alarm Siren', type 'readResponse', cluster 'ssIasWd', data '{"maxDuration":10}' from endpoint 43 with groupID 0
